order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
0,openb_pod_list_default,01-Random,1.3,42,464,3150,1,810,<none>
1,openb_pod_list_default,01-Random,1.3,42,404,11300,1,1000,<none>
2,openb_pod_list_default,01-Random,1.3,42,282,11400,1,1000,<none>
3,openb_pod_list_default,01-Random,1.3,42,208,3150,1,1000,<none>
4,openb_pod_list_default,01-Random,1.3,42,141,12000,1,1000,<none>
5,openb_pod_list_default,01-Random,1.3,42,123,18710,1,1000,<none>
6,openb_pod_list_default,01-Random,1.3,42,123,11910,1,470,<none>
7,openb_pod_list_default,01-Random,1.3,42,114,8000,1,470,<none>
8,openb_pod_list_default,01-Random,1.3,42,90,9810,1,1000,<none>
9,openb_pod_list_default,01-Random,1.3,42,87,11910,1,650,<none>
10,openb_pod_list_default,01-Random,1.3,42,85,15700,1,1000,<none>
11,openb_pod_list_default,01-Random,1.3,42,75,11910,1,1000,<none>
12,openb_pod_list_default,01-Random,1.3,42,72,8000,1,1000,<none>
13,openb_pod_list_default,01-Random,1.3,42,71,4000,1,1000,<none>
14,openb_pod_list_default,01-Random,1.3,42,61,16000,1,1000,<none>
15,openb_pod_list_default,01-Random,1.3,42,44,14200,1,1000,<none>
16,openb_pod_list_default,01-Random,1.3,42,40,24200,1,1000,<none>
17,openb_pod_list_default,01-Random,1.3,42,38,6000,1,460,<none>
18,openb_pod_list_default,01-Random,1.3,42,23,11900,1,1000,<none>
19,openb_pod_list_default,01-Random,1.3,42,23,4000,1,320,<none>
20,openb_pod_list_default,01-Random,1.3,42,18,4150,1,550,<none>
21,openb_pod_list_default,01-Random,1.3,42,17,15200,1,1000,<none>
22,openb_pod_list_default,01-Random,1.3,42,15,4150,1,810,<none>
23,openb_pod_list_default,01-Random,1.3,42,13,88000,8,1000,<none>
24,openb_pod_list_default,01-Random,1.3,42,13,16400,1,1000,<none>
25,openb_pod_list_default,01-Random,1.3,42,13,8200,1,1000,<none>
26,openb_pod_list_default,01-Random,1.3,42,12,64200,8,1000,<none>
27,openb_pod_list_default,01-Random,1.3,42,7,8000,1,650,<none>
28,openb_pod_list_default,01-Random,1.3,42,7,8000,1,320,<none>
29,openb_pod_list_default,01-Random,1.3,42,6,14900,1,1000,<none>
30,openb_pod_list_default,01-Random,1.3,42,5,3150,1,590,<none>
31,openb_pod_list_default,01-Random,1.3,42,5,4150,1,370,<none>
32,openb_pod_list_default,01-Random,1.3,42,4,9400,1,1000,<none>
33,openb_pod_list_default,01-Random,1.3,42,3,32200,4,1000,<none>
34,openb_pod_list_default,01-Random,1.3,42,3,6000,1,1000,<none>
35,openb_pod_list_default,01-Random,1.3,42,2,120000,8,1000,<none>
36,openb_pod_list_default,01-Random,1.3,42,2,16200,2,1000,<none>
37,openb_pod_list_default,01-Random,1.3,42,2,15400,1,1000,<none>
38,openb_pod_list_default,01-Random,1.3,42,2,17400,2,1000,<none>
39,openb_pod_list_default,01-Random,1.3,42,2,6000,2,1000,<none>
40,openb_pod_list_default,01-Random,1.3,42,2,60200,4,1000,<none>
41,openb_pod_list_default,01-Random,1.3,42,2,12000,1,460,<none>
42,openb_pod_list_default,01-Random,1.3,42,2,32000,4,1000,<none>
43,openb_pod_list_default,01-Random,1.3,42,1,15900,1,1000,<none>
44,openb_pod_list_default,01-Random,1.3,42,1,7000,1,1000,<none>
45,openb_pod_list_default,01-Random,1.3,42,1,4000,1,650,<none>
46,openb_pod_list_default,01-Random,1.3,42,1,8000,1,480,<none>
47,openb_pod_list_default,01-Random,1.3,42,1,8000,1,440,<none>
48,openb_pod_list_default,01-Random,1.3,42,1,4000,1,350,<none>
0,openb_pod_list_default,01-Random,1.3,43,423,3150,1,810,<none>
1,openb_pod_list_default,01-Random,1.3,43,390,11300,1,1000,<none>
2,openb_pod_list_default,01-Random,1.3,43,291,11400,1,1000,<none>
3,openb_pod_list_default,01-Random,1.3,43,195,3150,1,1000,<none>
4,openb_pod_list_default,01-Random,1.3,43,149,8000,1,470,<none>
5,openb_pod_list_default,01-Random,1.3,43,126,12000,1,1000,<none>
6,openb_pod_list_default,01-Random,1.3,43,120,18710,1,1000,<none>
7,openb_pod_list_default,01-Random,1.3,43,107,11910,1,470,<none>
8,openb_pod_list_default,01-Random,1.3,43,82,11910,1,650,<none>
9,openb_pod_list_default,01-Random,1.3,43,81,15700,1,1000,<none>
10,openb_pod_list_default,01-Random,1.3,43,79,16000,1,1000,<none>
11,openb_pod_list_default,01-Random,1.3,43,73,4000,1,1000,<none>
12,openb_pod_list_default,01-Random,1.3,43,72,9810,1,1000,<none>
13,openb_pod_list_default,01-Random,1.3,43,69,8000,1,1000,<none>
14,openb_pod_list_default,01-Random,1.3,43,54,11910,1,1000,<none>
15,openb_pod_list_default,01-Random,1.3,43,37,14200,1,1000,<none>
16,openb_pod_list_default,01-Random,1.3,43,35,24200,1,1000,<none>
17,openb_pod_list_default,01-Random,1.3,43,35,6000,1,460,<none>
18,openb_pod_list_default,01-Random,1.3,43,21,11900,1,1000,<none>
19,openb_pod_list_default,01-Random,1.3,43,21,4150,1,550,<none>
20,openb_pod_list_default,01-Random,1.3,43,21,4000,1,320,<none>
21,openb_pod_list_default,01-Random,1.3,43,18,64200,8,1000,<none>
22,openb_pod_list_default,01-Random,1.3,43,18,8200,1,1000,<none>
23,openb_pod_list_default,01-Random,1.3,43,18,4150,1,810,<none>
24,openb_pod_list_default,01-Random,1.3,43,16,15200,1,1000,<none>
25,openb_pod_list_default,01-Random,1.3,43,12,88000,8,1000,<none>
26,openb_pod_list_default,01-Random,1.3,43,11,3150,1,590,<none>
27,openb_pod_list_default,01-Random,1.3,43,8,16400,1,1000,<none>
28,openb_pod_list_default,01-Random,1.3,43,8,8000,1,320,<none>
29,openb_pod_list_default,01-Random,1.3,43,6,8000,1,650,<none>
30,openb_pod_list_default,01-Random,1.3,43,5,120200,8,1000,<none>
31,openb_pod_list_default,01-Random,1.3,43,5,4150,1,370,<none>
32,openb_pod_list_default,01-Random,1.3,43,4,7000,1,1000,<none>
33,openb_pod_list_default,01-Random,1.3,43,4,6000,1,1000,<none>
34,openb_pod_list_default,01-Random,1.3,43,3,14900,1,1000,<none>
35,openb_pod_list_default,01-Random,1.3,43,3,12000,1,460,<none>
36,openb_pod_list_default,01-Random,1.3,43,2,120000,8,1000,<none>
37,openb_pod_list_default,01-Random,1.3,43,2,64000,8,1000,<none>
38,openb_pod_list_default,01-Random,1.3,43,2,15400,1,1000,<none>
39,openb_pod_list_default,01-Random,1.3,43,2,60200,4,1000,<none>
40,openb_pod_list_default,01-Random,1.3,43,2,4000,1,480,<none>
41,openb_pod_list_default,01-Random,1.3,43,2,4000,1,230,<none>
42,openb_pod_list_default,01-Random,1.3,43,1,15900,1,1000,<none>
43,openb_pod_list_default,01-Random,1.3,43,1,30200,2,1000,<none>
44,openb_pod_list_default,01-Random,1.3,43,1,16200,2,1000,<none>
45,openb_pod_list_default,01-Random,1.3,43,1,8000,1,480,<none>
46,openb_pod_list_default,01-Random,1.3,43,1,8000,1,460,<none>
47,openb_pod_list_default,01-Random,1.3,43,1,32200,4,1000,<none>
48,openb_pod_list_default,01-Random,1.3,43,1,4000,1,350,<none>
49,openb_pod_list_default,01-Random,1.3,43,1,32000,4,1000,<none>
50,openb_pod_list_default,01-Random,1.3,43,1,9400,1,1000,<none>
0,openb_pod_list_default,02-DotProd,1.3,42,447,3150,1,810,<none>
1,openb_pod_list_default,02-DotProd,1.3,42,351,11300,1,1000,<none>
2,openb_pod_list_default,02-DotProd,1.3,42,253,11400,1,1000,<none>
3,openb_pod_list_default,02-DotProd,1.3,42,199,3150,1,1000,<none>
4,openb_pod_list_default,02-DotProd,1.3,42,159,11910,1,470,<none>
5,openb_pod_list_default,02-DotProd,1.3,42,151,8000,1,470,<none>
6,openb_pod_list_default,02-DotProd,1.3,42,129,12000,1,1000,<none>
7,openb_pod_list_default,02-DotProd,1.3,42,110,18710,1,1000,<none>
8,openb_pod_list_default,02-DotProd,1.3,42,105,4000,1,320,<none>
9,openb_pod_list_default,02-DotProd,1.3,42,96,11910,1,650,<none>
10,openb_pod_list_default,02-DotProd,1.3,42,83,9810,1,1000,<none>
11,openb_pod_list_default,02-DotProd,1.3,42,77,15700,1,1000,<none>
12,openb_pod_list_default,02-DotProd,1.3,42,70,4000,1,1000,<none>
13,openb_pod_list_default,02-DotProd,1.3,42,69,8000,1,1000,<none>
14,openb_pod_list_default,02-DotProd,1.3,42,63,11910,1,1000,<none>
15,openb_pod_list_default,02-DotProd,1.3,42,58,6000,1,460,<none>
16,openb_pod_list_default,02-DotProd,1.3,42,56,4000,1,230,<none>
17,openb_pod_list_default,02-DotProd,1.3,42,53,16000,1,1000,<none>
18,openb_pod_list_default,02-DotProd,1.3,42,40,14200,1,1000,<none>
19,openb_pod_list_default,02-DotProd,1.3,42,34,24200,1,1000,<none>
20,openb_pod_list_default,02-DotProd,1.3,42,29,3150,1,590,<none>
21,openb_pod_list_default,02-DotProd,1.3,42,28,4150,1,370,<none>
22,openb_pod_list_default,02-DotProd,1.3,42,27,4150,1,550,<none>
23,openb_pod_list_default,02-DotProd,1.3,42,23,8000,1,320,<none>
24,openb_pod_list_default,02-DotProd,1.3,42,21,11900,1,1000,<none>
25,openb_pod_list_default,02-DotProd,1.3,42,15,4150,1,810,<none>
26,openb_pod_list_default,02-DotProd,1.3,42,14,15200,1,1000,<none>
27,openb_pod_list_default,02-DotProd,1.3,42,14,8000,1,220,<none>
28,openb_pod_list_default,02-DotProd,1.3,42,12,4000,1,220,<none>
29,openb_pod_list_default,02-DotProd,1.3,42,11,16400,1,1000,<none>
30,openb_pod_list_default,02-DotProd,1.3,42,10,8200,1,1000,<none>
31,openb_pod_list_default,02-DotProd,1.3,42,9,8000,1,650,<none>
32,openb_pod_list_default,02-DotProd,1.3,42,6,88000,8,1000,<none>
33,openb_pod_list_default,02-DotProd,1.3,42,6,14900,1,1000,<none>
34,openb_pod_list_default,02-DotProd,1.3,42,5,4000,1,480,<none>
35,openb_pod_list_default,02-DotProd,1.3,42,5,64200,8,1000,<none>
36,openb_pod_list_default,02-DotProd,1.3,42,4,8000,1,230,<none>
37,openb_pod_list_default,02-DotProd,1.3,42,3,6000,1,1000,<none>
38,openb_pod_list_default,02-DotProd,1.3,42,3,9400,1,1000,<none>
39,openb_pod_list_default,02-DotProd,1.3,42,2,16200,2,1000,<none>
40,openb_pod_list_default,02-DotProd,1.3,42,2,8000,1,440,<none>
41,openb_pod_list_default,02-DotProd,1.3,42,2,4000,1,330,<none>
42,openb_pod_list_default,02-DotProd,1.3,42,2,15400,1,1000,<none>
43,openb_pod_list_default,02-DotProd,1.3,42,2,17400,2,1000,<none>
44,openb_pod_list_default,02-DotProd,1.3,42,2,6000,2,1000,<none>
45,openb_pod_list_default,02-DotProd,1.3,42,2,60200,4,1000,<none>
46,openb_pod_list_default,02-DotProd,1.3,42,2,12000,1,460,<none>
47,openb_pod_list_default,02-DotProd,1.3,42,2,32200,4,1000,<none>
48,openb_pod_list_default,02-DotProd,1.3,42,2,32000,4,1000,<none>
49,openb_pod_list_default,02-DotProd,1.3,42,2,4000,1,350,<none>
50,openb_pod_list_default,02-DotProd,1.3,42,1,4150,1,270,<none>
51,openb_pod_list_default,02-DotProd,1.3,42,1,7000,1,1000,<none>
52,openb_pod_list_default,02-DotProd,1.3,42,1,4000,1,650,<none>
53,openb_pod_list_default,02-DotProd,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_default,02-DotProd,1.3,43,414,3150,1,810,<none>
1,openb_pod_list_default,02-DotProd,1.3,43,343,11300,1,1000,<none>
2,openb_pod_list_default,02-DotProd,1.3,43,255,11400,1,1000,<none>
3,openb_pod_list_default,02-DotProd,1.3,43,191,3150,1,1000,<none>
4,openb_pod_list_default,02-DotProd,1.3,43,178,8000,1,470,<none>
5,openb_pod_list_default,02-DotProd,1.3,43,136,11910,1,470,<none>
6,openb_pod_list_default,02-DotProd,1.3,43,111,12000,1,1000,<none>
7,openb_pod_list_default,02-DotProd,1.3,43,107,18710,1,1000,<none>
8,openb_pod_list_default,02-DotProd,1.3,43,93,4000,1,320,<none>
9,openb_pod_list_default,02-DotProd,1.3,43,91,11910,1,650,<none>
10,openb_pod_list_default,02-DotProd,1.3,43,75,16000,1,1000,<none>
11,openb_pod_list_default,02-DotProd,1.3,43,71,15700,1,1000,<none>
12,openb_pod_list_default,02-DotProd,1.3,43,71,4000,1,1000,<none>
13,openb_pod_list_default,02-DotProd,1.3,43,67,8000,1,1000,<none>
14,openb_pod_list_default,02-DotProd,1.3,43,66,9810,1,1000,<none>
15,openb_pod_list_default,02-DotProd,1.3,43,54,6000,1,460,<none>
16,openb_pod_list_default,02-DotProd,1.3,43,51,11910,1,1000,<none>
17,openb_pod_list_default,02-DotProd,1.3,43,47,4000,1,230,<none>
18,openb_pod_list_default,02-DotProd,1.3,43,35,14200,1,1000,<none>
19,openb_pod_list_default,02-DotProd,1.3,43,33,24200,1,1000,<none>
20,openb_pod_list_default,02-DotProd,1.3,43,30,3150,1,590,<none>
21,openb_pod_list_default,02-DotProd,1.3,43,29,4150,1,550,<none>
22,openb_pod_list_default,02-DotProd,1.3,43,26,8000,1,320,<none>
23,openb_pod_list_default,02-DotProd,1.3,43,19,11900,1,1000,<none>
24,openb_pod_list_default,02-DotProd,1.3,43,18,4150,1,810,<none>
25,openb_pod_list_default,02-DotProd,1.3,43,17,8200,1,1000,<none>
26,openb_pod_list_default,02-DotProd,1.3,43,17,4000,1,220,<none>
27,openb_pod_list_default,02-DotProd,1.3,43,14,15200,1,1000,<none>
28,openb_pod_list_default,02-DotProd,1.3,43,13,64200,8,1000,<none>
29,openb_pod_list_default,02-DotProd,1.3,43,12,4150,1,370,<none>
30,openb_pod_list_default,02-DotProd,1.3,43,8,4000,1,480,<none>
31,openb_pod_list_default,02-DotProd,1.3,43,7,8000,1,650,<none>
32,openb_pod_list_default,02-DotProd,1.3,43,6,16400,1,1000,<none>
33,openb_pod_list_default,02-DotProd,1.3,43,5,8000,1,220,<none>
34,openb_pod_list_default,02-DotProd,1.3,43,4,12000,1,460,<none>
35,openb_pod_list_default,02-DotProd,1.3,43,4,8000,1,230,<none>
36,openb_pod_list_default,02-DotProd,1.3,43,4,88000,8,1000,<none>
37,openb_pod_list_default,02-DotProd,1.3,43,4,7000,1,1000,<none>
38,openb_pod_list_default,02-DotProd,1.3,43,4,120200,8,1000,<none>
39,openb_pod_list_default,02-DotProd,1.3,43,4,6000,1,1000,<none>
40,openb_pod_list_default,02-DotProd,1.3,43,3,14900,1,1000,<none>
41,openb_pod_list_default,02-DotProd,1.3,43,3,4000,1,330,<none>
42,openb_pod_list_default,02-DotProd,1.3,43,2,4000,1,650,<none>
43,openb_pod_list_default,02-DotProd,1.3,43,2,4150,1,270,<none>
44,openb_pod_list_default,02-DotProd,1.3,43,2,8000,1,440,<none>
45,openb_pod_list_default,02-DotProd,1.3,43,2,4000,1,350,<none>
46,openb_pod_list_default,02-DotProd,1.3,43,2,60200,4,1000,<none>
47,openb_pod_list_default,02-DotProd,1.3,43,1,15900,1,1000,<none>
48,openb_pod_list_default,02-DotProd,1.3,43,1,64000,8,1000,<none>
49,openb_pod_list_default,02-DotProd,1.3,43,1,30200,2,1000,<none>
50,openb_pod_list_default,02-DotProd,1.3,43,1,15400,1,1000,<none>
51,openb_pod_list_default,02-DotProd,1.3,43,1,16200,2,1000,<none>
52,openb_pod_list_default,02-DotProd,1.3,43,1,8000,1,480,<none>
53,openb_pod_list_default,02-DotProd,1.3,43,1,8000,1,460,<none>
54,openb_pod_list_default,02-DotProd,1.3,43,1,32200,4,1000,<none>
55,openb_pod_list_default,02-DotProd,1.3,43,1,32000,4,1000,<none>
56,openb_pod_list_default,02-DotProd,1.3,43,1,9400,1,1000,<none>
0,openb_pod_list_default,03-GpuClustering,1.3,42,434,3150,1,810,<none>
1,openb_pod_list_default,03-GpuClustering,1.3,42,346,11300,1,1000,<none>
2,openb_pod_list_default,03-GpuClustering,1.3,42,245,11400,1,1000,<none>
3,openb_pod_list_default,03-GpuClustering,1.3,42,195,3150,1,1000,<none>
4,openb_pod_list_default,03-GpuClustering,1.3,42,155,11910,1,470,<none>
5,openb_pod_list_default,03-GpuClustering,1.3,42,150,8000,1,470,<none>
6,openb_pod_list_default,03-GpuClustering,1.3,42,126,12000,1,1000,<none>
7,openb_pod_list_default,03-GpuClustering,1.3,42,109,18710,1,1000,<none>
8,openb_pod_list_default,03-GpuClustering,1.3,42,102,4000,1,320,<none>
9,openb_pod_list_default,03-GpuClustering,1.3,42,93,11910,1,650,<none>
10,openb_pod_list_default,03-GpuClustering,1.3,42,82,9810,1,1000,<none>
11,openb_pod_list_default,03-GpuClustering,1.3,42,73,15700,1,1000,<none>
12,openb_pod_list_default,03-GpuClustering,1.3,42,67,4000,1,1000,<none>
13,openb_pod_list_default,03-GpuClustering,1.3,42,66,8000,1,1000,<none>
14,openb_pod_list_default,03-GpuClustering,1.3,42,58,11910,1,1000,<none>
15,openb_pod_list_default,03-GpuClustering,1.3,42,58,6000,1,460,<none>
16,openb_pod_list_default,03-GpuClustering,1.3,42,55,4000,1,230,<none>
17,openb_pod_list_default,03-GpuClustering,1.3,42,50,16000,1,1000,<none>
18,openb_pod_list_default,03-GpuClustering,1.3,42,39,14200,1,1000,<none>
19,openb_pod_list_default,03-GpuClustering,1.3,42,34,24200,1,1000,<none>
20,openb_pod_list_default,03-GpuClustering,1.3,42,28,3150,1,590,<none>
21,openb_pod_list_default,03-GpuClustering,1.3,42,25,4150,1,550,<none>
22,openb_pod_list_default,03-GpuClustering,1.3,42,25,4150,1,370,<none>
23,openb_pod_list_default,03-GpuClustering,1.3,42,21,11900,1,1000,<none>
24,openb_pod_list_default,03-GpuClustering,1.3,42,20,8000,1,320,<none>
25,openb_pod_list_default,03-GpuClustering,1.3,42,15,4150,1,810,<none>
26,openb_pod_list_default,03-GpuClustering,1.3,42,14,15200,1,1000,<none>
27,openb_pod_list_default,03-GpuClustering,1.3,42,14,8000,1,220,<none>
28,openb_pod_list_default,03-GpuClustering,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_default,03-GpuClustering,1.3,42,11,4000,1,220,<none>
30,openb_pod_list_default,03-GpuClustering,1.3,42,10,8200,1,1000,<none>
31,openb_pod_list_default,03-GpuClustering,1.3,42,8,8000,1,650,<none>
32,openb_pod_list_default,03-GpuClustering,1.3,42,6,88000,8,1000,<none>
33,openb_pod_list_default,03-GpuClustering,1.3,42,6,14900,1,1000,<none>
34,openb_pod_list_default,03-GpuClustering,1.3,42,5,4000,1,480,<none>
35,openb_pod_list_default,03-GpuClustering,1.3,42,5,64200,8,1000,<none>
36,openb_pod_list_default,03-GpuClustering,1.3,42,4,8000,1,230,<none>
37,openb_pod_list_default,03-GpuClustering,1.3,42,3,6000,1,1000,<none>
38,openb_pod_list_default,03-GpuClustering,1.3,42,3,9400,1,1000,<none>
39,openb_pod_list_default,03-GpuClustering,1.3,42,2,16200,2,1000,<none>
40,openb_pod_list_default,03-GpuClustering,1.3,42,2,8000,1,440,<none>
41,openb_pod_list_default,03-GpuClustering,1.3,42,2,4000,1,330,<none>
