order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
12,openb_pod_list_default,05-BestFit,1.3,43,66,15700,1,1000,<none>
13,openb_pod_list_default,05-BestFit,1.3,43,60,9810,1,1000,<none>
14,openb_pod_list_default,05-BestFit,1.3,43,60,8000,1,1000,<none>
15,openb_pod_list_default,05-BestFit,1.3,43,51,6000,1,460,<none>
16,openb_pod_list_default,05-BestFit,1.3,43,45,11910,1,1000,<none>
17,openb_pod_list_default,05-BestFit,1.3,43,44,4000,1,230,<none>
18,openb_pod_list_default,05-BestFit,1.3,43,32,14200,1,1000,<none>
19,openb_pod_list_default,05-BestFit,1.3,43,29,4150,1,550,<none>
20,openb_pod_list_default,05-BestFit,1.3,43,29,3150,1,590,<none>
21,openb_pod_list_default,05-BestFit,1.3,43,27,24200,1,1000,<none>
22,openb_pod_list_default,05-BestFit,1.3,43,25,8000,1,320,<none>
23,openb_pod_list_default,05-BestFit,1.3,43,18,4000,1,220,<none>
24,openb_pod_list_default,05-BestFit,1.3,43,17,4150,1,810,<none>
25,openb_pod_list_default,05-BestFit,1.3,43,17,11900,1,1000,<none>
26,openb_pod_list_default,05-BestFit,1.3,43,16,8200,1,1000,<none>
27,openb_pod_list_default,05-BestFit,1.3,43,14,15200,1,1000,<none>
28,openb_pod_list_default,05-BestFit,1.3,43,13,64200,8,1000,<none>
29,openb_pod_list_default,05-BestFit,1.3,43,12,4150,1,370,<none>
30,openb_pod_list_default,05-BestFit,1.3,43,6,4000,1,480,<none>
31,openb_pod_list_default,05-BestFit,1.3,43,6,8000,1,650,<none>
32,openb_pod_list_default,05-BestFit,1.3,43,6,16400,1,1000,<none>
33,openb_pod_list_default,05-BestFit,1.3,43,4,88000,8,1000,<none>
34,openb_pod_list_default,05-BestFit,1.3,43,4,8000,1,220,<none>
35,openb_pod_list_default,05-BestFit,1.3,43,4,7000,1,1000,<none>
36,openb_pod_list_default,05-BestFit,1.3,43,4,120200,8,1000,<none>
37,openb_pod_list_default,05-BestFit,1.3,43,4,6000,1,1000,<none>
38,openb_pod_list_default,05-BestFit,1.3,43,3,8000,1,230,<none>
39,openb_pod_list_default,05-BestFit,1.3,43,3,4000,1,330,<none>
40,openb_pod_list_default,05-BestFit,1.3,43,3,12000,1,460,<none>
41,openb_pod_list_default,05-BestFit,1.3,43,2,4150,1,270,<none>
42,openb_pod_list_default,05-BestFit,1.3,43,2,8000,1,440,<none>
43,openb_pod_list_default,05-BestFit,1.3,43,2,4000,1,350,<none>
44,openb_pod_list_default,05-BestFit,1.3,43,2,60200,4,1000,<none>
45,openb_pod_list_default,05-BestFit,1.3,43,1,15900,1,1000,<none>
46,openb_pod_list_default,05-BestFit,1.3,43,1,64000,8,1000,<none>
47,openb_pod_list_default,05-BestFit,1.3,43,1,30200,2,1000,<none>
48,openb_pod_list_default,05-BestFit,1.3,43,1,15400,1,1000,<none>
49,openb_pod_list_default,05-BestFit,1.3,43,1,16200,2,1000,<none>
50,openb_pod_list_default,05-BestFit,1.3,43,1,8000,1,480,<none>
51,openb_pod_list_default,05-BestFit,1.3,43,1,8000,1,460,<none>
52,openb_pod_list_default,05-BestFit,1.3,43,1,32200,4,1000,<none>
53,openb_pod_list_default,05-BestFit,1.3,43,1,14900,1,1000,<none>
54,openb_pod_list_default,05-BestFit,1.3,43,1,32000,4,1000,<none>
55,openb_pod_list_default,05-BestFit,1.3,43,1,9400,1,1000,<none>
0,openb_pod_list_default,06-FGD,1.3,42,390,3150,1,810,<none>
1,openb_pod_list_default,06-FGD,1.3,42,318,11300,1,1000,<none>
2,openb_pod_list_default,06-FGD,1.3,42,221,11400,1,1000,<none>
3,openb_pod_list_default,06-FGD,1.3,42,174,3150,1,1000,<none>
4,openb_pod_list_default,06-FGD,1.3,42,140,11910,1,470,<none>
5,openb_pod_list_default,06-FGD,1.3,42,130,8000,1,470,<none>
6,openb_pod_list_default,06-FGD,1.3,42,111,12000,1,1000,<none>
7,openb_pod_list_default,06-FGD,1.3,42,96,18710,1,1000,<none>
8,openb_pod_list_default,06-FGD,1.3,42,95,4000,1,320,<none>
9,openb_pod_list_default,06-FGD,1.3,42,86,11910,1,650,<none>
10,openb_pod_list_default,06-FGD,1.3,42,71,9810,1,1000,<none>
11,openb_pod_list_default,06-FGD,1.3,42,66,15700,1,1000,<none>
12,openb_pod_list_default,06-FGD,1.3,42,64,4000,1,1000,<none>
13,openb_pod_list_default,06-FGD,1.3,42,64,8000,1,1000,<none>
14,openb_pod_list_default,06-FGD,1.3,42,53,6000,1,460,<none>
15,openb_pod_list_default,06-FGD,1.3,42,51,11910,1,1000,<none>
16,openb_pod_list_default,06-FGD,1.3,42,48,4000,1,230,<none>
17,openb_pod_list_default,06-FGD,1.3,42,44,16000,1,1000,<none>
18,openb_pod_list_default,06-FGD,1.3,42,34,14200,1,1000,<none>
19,openb_pod_list_default,06-FGD,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_default,06-FGD,1.3,42,25,4150,1,370,<none>
21,openb_pod_list_default,06-FGD,1.3,42,23,3150,1,590,<none>
22,openb_pod_list_default,06-FGD,1.3,42,23,4150,1,550,<none>
23,openb_pod_list_default,06-FGD,1.3,42,19,11900,1,1000,<none>
24,openb_pod_list_default,06-FGD,1.3,42,18,8000,1,320,<none>
25,openb_pod_list_default,06-FGD,1.3,42,14,4150,1,810,<none>
26,openb_pod_list_default,06-FGD,1.3,42,14,8000,1,220,<none>
27,openb_pod_list_default,06-FGD,1.3,42,12,4000,1,220,<none>
28,openb_pod_list_default,06-FGD,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_default,06-FGD,1.3,42,10,8200,1,1000,<none>
30,openb_pod_list_default,06-FGD,1.3,42,10,15200,1,1000,<none>
31,openb_pod_list_default,06-FGD,1.3,42,8,8000,1,650,<none>
32,openb_pod_list_default,06-FGD,1.3,42,6,14900,1,1000,<none>
33,openb_pod_list_default,06-FGD,1.3,42,5,88000,8,1000,<none>
34,openb_pod_list_default,06-FGD,1.3,42,4,64200,8,1000,<none>
35,openb_pod_list_default,06-FGD,1.3,42,4,8000,1,230,<none>
36,openb_pod_list_default,06-FGD,1.3,42,3,6000,1,1000,<none>
37,openb_pod_list_default,06-FGD,1.3,42,3,4000,1,480,<none>
38,openb_pod_list_default,06-FGD,1.3,42,3,9400,1,1000,<none>
39,openb_pod_list_default,06-FGD,1.3,42,3,2000,1,1000,<none>
40,openb_pod_list_default,06-FGD,1.3,42,2,16200,2,1000,<none>
41,openb_pod_list_default,06-FGD,1.3,42,2,2000,1,370,<none>
42,openb_pod_list_default,06-FGD,1.3,42,2,8000,1,440,<none>
43,openb_pod_list_default,06-FGD,1.3,42,2,4000,1,330,<none>
44,openb_pod_list_default,06-FGD,1.3,42,2,15400,1,1000,<none>
45,openb_pod_list_default,06-FGD,1.3,42,2,17400,2,1000,<none>
46,openb_pod_list_default,06-FGD,1.3,42,2,6000,2,1000,<none>
47,openb_pod_list_default,06-FGD,1.3,42,2,60200,4,1000,<none>
48,openb_pod_list_default,06-FGD,1.3,42,2,12000,1,460,<none>
49,openb_pod_list_default,06-FGD,1.3,42,2,32200,4,1000,<none>
50,openb_pod_list_default,06-FGD,1.3,42,2,32000,4,1000,<none>
51,openb_pod_list_default,06-FGD,1.3,42,2,4000,1,350,<none>
52,openb_pod_list_default,06-FGD,1.3,42,1,4150,1,270,<none>
53,openb_pod_list_default,06-FGD,1.3,42,1,7000,1,1000,<none>
54,openb_pod_list_default,06-FGD,1.3,42,1,4000,1,650,<none>
55,openb_pod_list_default,06-FGD,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_default,06-FGD,1.3,43,373,3150,1,810,<none>
1,openb_pod_list_default,06-FGD,1.3,43,297,11300,1,1000,<none>
2,openb_pod_list_default,06-FGD,1.3,43,233,11400,1,1000,<none>
3,openb_pod_list_default,06-FGD,1.3,43,167,3150,1,1000,<none>
4,openb_pod_list_default,06-FGD,1.3,43,159,8000,1,470,<none>
5,openb_pod_list_default,06-FGD,1.3,43,114,11910,1,470,<none>
6,openb_pod_list_default,06-FGD,1.3,43,101,12000,1,1000,<none>
7,openb_pod_list_default,06-FGD,1.3,43,99,18710,1,1000,<none>
8,openb_pod_list_default,06-FGD,1.3,43,85,4000,1,320,<none>
9,openb_pod_list_default,06-FGD,1.3,43,77,11910,1,650,<none>
10,openb_pod_list_default,06-FGD,1.3,43,65,16000,1,1000,<none>
11,openb_pod_list_default,06-FGD,1.3,43,61,4000,1,1000,<none>
12,openb_pod_list_default,06-FGD,1.3,43,60,15700,1,1000,<none>
13,openb_pod_list_default,06-FGD,1.3,43,58,8000,1,1000,<none>
14,openb_pod_list_default,06-FGD,1.3,43,57,9810,1,1000,<none>
15,openb_pod_list_default,06-FGD,1.3,43,48,6000,1,460,<none>
16,openb_pod_list_default,06-FGD,1.3,43,44,11910,1,1000,<none>
17,openb_pod_list_default,06-FGD,1.3,43,43,4000,1,230,<none>
18,openb_pod_list_default,06-FGD,1.3,43,32,14200,1,1000,<none>
19,openb_pod_list_default,06-FGD,1.3,43,27,3150,1,590,<none>
20,openb_pod_list_default,06-FGD,1.3,43,26,4150,1,550,<none>
21,openb_pod_list_default,06-FGD,1.3,43,25,24200,1,1000,<none>
22,openb_pod_list_default,06-FGD,1.3,43,25,8000,1,320,<none>
23,openb_pod_list_default,06-FGD,1.3,43,18,4000,1,220,<none>
24,openb_pod_list_default,06-FGD,1.3,43,17,11900,1,1000,<none>
25,openb_pod_list_default,06-FGD,1.3,43,16,4150,1,810,<none>
26,openb_pod_list_default,06-FGD,1.3,43,14,15200,1,1000,<none>
27,openb_pod_list_default,06-FGD,1.3,43,13,8200,1,1000,<none>
28,openb_pod_list_default,06-FGD,1.3,43,12,64200,8,1000,<none>
29,openb_pod_list_default,06-FGD,1.3,43,11,4150,1,370,<none>
30,openb_pod_list_default,06-FGD,1.3,43,6,4000,1,480,<none>
31,openb_pod_list_default,06-FGD,1.3,43,6,8000,1,650,<none>
32,openb_pod_list_default,06-FGD,1.3,43,6,16400,1,1000,<none>
33,openb_pod_list_default,06-FGD,1.3,43,4,8000,1,220,<none>
34,openb_pod_list_default,06-FGD,1.3,43,4,7000,1,1000,<none>
35,openb_pod_list_default,06-FGD,1.3,43,4,120200,8,1000,<none>
36,openb_pod_list_default,06-FGD,1.3,43,4,6000,1,1000,<none>
37,openb_pod_list_default,06-FGD,1.3,43,3,8000,1,230,<none>
38,openb_pod_list_default,06-FGD,1.3,43,3,4000,1,330,<none>
39,openb_pod_list_default,06-FGD,1.3,43,3,12000,1,460,<none>
40,openb_pod_list_default,06-FGD,1.3,43,3,88000,8,1000,<none>
41,openb_pod_list_default,06-FGD,1.3,43,2,4150,1,270,<none>
42,openb_pod_list_default,06-FGD,1.3,43,2,8000,1,440,<none>
43,openb_pod_list_default,06-FGD,1.3,43,2,4000,1,350,<none>
44,openb_pod_list_default,06-FGD,1.3,43,2,60200,4,1000,<none>
45,openb_pod_list_default,06-FGD,1.3,43,1,64000,8,1000,<none>
46,openb_pod_list_default,06-FGD,1.3,43,1,30200,2,1000,<none>
47,openb_pod_list_default,06-FGD,1.3,43,1,15400,1,1000,<none>
48,openb_pod_list_default,06-FGD,1.3,43,1,16200,2,1000,<none>
49,openb_pod_list_default,06-FGD,1.3,43,1,8000,1,480,<none>
50,openb_pod_list_default,06-FGD,1.3,43,1,8000,1,460,<none>
51,openb_pod_list_default,06-FGD,1.3,43,1,32200,4,1000,<none>
52,openb_pod_list_default,06-FGD,1.3,43,1,14900,1,1000,<none>
53,openb_pod_list_default,06-FGD,1.3,43,1,2000,1,1000,<none>
54,openb_pod_list_default,06-FGD,1.3,43,1,32000,4,1000,<none>
55,openb_pod_list_default,06-FGD,1.3,43,1,9400,1,1000,<none>
0,openb_pod_list_default,07-Delay,1.3,42,390,3150,1,810,<none>
1,openb_pod_list_default,07-Delay,1.3,42,318,11300,1,1000,<none>
2,openb_pod_list_default,07-Delay,1.3,42,221,11400,1,1000,<none>
3,openb_pod_list_default,07-Delay,1.3,42,174,3150,1,1000,<none>
4,openb_pod_list_default,07-Delay,1.3,42,140,11910,1,470,<none>
5,openb_pod_list_default,07-Delay,1.3,42,130,8000,1,470,<none>
6,openb_pod_list_default,07-Delay,1.3,42,111,12000,1,1000,<none>
7,openb_pod_list_default,07-Delay,1.3,42,96,18710,1,1000,<none>
8,openb_pod_list_default,07-Delay,1.3,42,95,4000,1,320,<none>
9,openb_pod_list_default,07-Delay,1.3,42,86,11910,1,650,<none>
10,openb_pod_list_default,07-Delay,1.3,42,71,9810,1,1000,<none>
11,openb_pod_list_default,07-Delay,1.3,42,66,15700,1,1000,<none>
12,openb_pod_list_default,07-Delay,1.3,42,64,4000,1,1000,<none>
13,openb_pod_list_default,07-Delay,1.3,42,64,8000,1,1000,<none>
14,openb_pod_list_default,07-Delay,1.3,42,53,6000,1,460,<none>
15,openb_pod_list_default,07-Delay,1.3,42,51,11910,1,1000,<none>
16,openb_pod_list_default,07-Delay,1.3,42,48,4000,1,230,<none>
17,openb_pod_list_default,07-Delay,1.3,42,44,16000,1,1000,<none>
18,openb_pod_list_default,07-Delay,1.3,42,34,14200,1,1000,<none>
19,openb_pod_list_default,07-Delay,1.3,42,30,24200,1,1000,<none>
20,openb_pod_list_default,07-Delay,1.3,42,25,4150,1,370,<none>
21,openb_pod_list_default,07-Delay,1.3,42,23,3150,1,590,<none>
22,openb_pod_list_default,07-Delay,1.3,42,23,4150,1,550,<none>
23,openb_pod_list_default,07-Delay,1.3,42,19,11900,1,1000,<none>
24,openb_pod_list_default,07-Delay,1.3,42,18,8000,1,320,<none>
25,openb_pod_list_default,07-Delay,1.3,42,14,4150,1,810,<none>
26,openb_pod_list_default,07-Delay,1.3,42,14,8000,1,220,<none>
27,openb_pod_list_default,07-Delay,1.3,42,12,4000,1,220,<none>
28,openb_pod_list_default,07-Delay,1.3,42,11,16400,1,1000,<none>
29,openb_pod_list_default,07-Delay,1.3,42,10,8200,1,1000,<none>
30,openb_pod_list_default,07-Delay,1.3,42,10,15200,1,1000,<none>
31,openb_pod_list_default,07-Delay,1.3,42,8,8000,1,650,<none>
32,openb_pod_list_default,07-Delay,1.3,42,6,14900,1,1000,<none>
33,openb_pod_list_default,07-Delay,1.3,42,5,88000,8,1000,<none>
34,openb_pod_list_default,07-Delay,1.3,42,4,64200,8,1000,<none>
35,openb_pod_list_default,07-Delay,1.3,42,4,8000,1,230,<none>
36,openb_pod_list_default,07-Delay,1.3,42,3,6000,1,1000,<none>
37,openb_pod_list_default,07-Delay,1.3,42,3,4000,1,480,<none>
38,openb_pod_list_default,07-Delay,1.3,42,3,9400,1,1000,<none>
39,openb_pod_list_default,07-Delay,1.3,42,3,2000,1,1000,<none>
40,openb_pod_list_default,07-Delay,1.3,42,2,16200,2,1000,<none>
41,openb_pod_list_default,07-Delay,1.3,42,2,2000,1,370,<none>
42,openb_pod_list_default,07-Delay,1.3,42,2,8000,1,440,<none>
43,openb_pod_list_default,07-Delay,1.3,42,2,4000,1,330,<none>
44,openb_pod_list_default,07-Delay,1.3,42,2,15400,1,1000,<none>
45,openb_pod_list_default,07-Delay,1.3,42,2,17400,2,1000,<none>
46,openb_pod_list_default,07-Delay,1.3,42,2,6000,2,1000,<none>
47,openb_pod_list_default,07-Delay,1.3,42,2,60200,4,1000,<none>
48,openb_pod_list_default,07-Delay,1.3,42,2,12000,1,460,<none>
49,openb_pod_list_default,07-Delay,1.3,42,2,32200,4,1000,<none>
50,openb_pod_list_default,07-Delay,1.3,42,2,32000,4,1000,<none>
51,openb_pod_list_default,07-Delay,1.3,42,2,4000,1,350,<none>
52,openb_pod_list_default,07-Delay,1.3,42,1,4150,1,270,<none>
53,openb_pod_list_default,07-Delay,1.3,42,1,7000,1,1000,<none>
54,openb_pod_list_default,07-Delay,1.3,42,1,4000,1,650,<none>
55,openb_pod_list_default,07-Delay,1.3,42,1,8000,1,480,<none>
0,openb_pod_list_default,07-Delay,1.3,43,373,3150,1,810,<none>
1,openb_pod_list_default,07-Delay,1.3,43,297,11300,1,1000,<none>
2,openb_pod_list_default,07-Delay,1.3,43,233,11400,1,1000,<none>
3,openb_pod_list_default,07-Delay,1.3,43,167,3150,1,1000,<none>
4,openb_pod_list_default,07-Delay,1.3,43,159,8000,1,470,<none>
5,openb_pod_list_default,07-Delay,1.3,43,114,11910,1,470,<none>
6,openb_pod_list_default,07-Delay,1.3,43,101,12000,1,1000,<none>
7,openb_pod_list_default,07-Delay,1.3,43,99,18710,1,1000,<none>
8,openb_pod_list_default,07-Delay,1.3,43,85,4000,1,320,<none>
9,openb_pod_list_default,07-Delay,1.3,43,77,11910,1,650,<none>
10,openb_pod_list_default,07-Delay,1.3,43,65,16000,1,1000,<none>
11,openb_pod_list_default,07-Delay,1.3,43,61,4000,1,1000,<none>
12,openb_pod_list_default,07-Delay,1.3,43,60,15700,1,1000,<none>
13,openb_pod_list_default,07-Delay,1.3,43,58,8000,1,1000,<none>
14,openb_pod_list_default,07-Delay,1.3,43,57,9810,1,1000,<none>
15,openb_pod_list_default,07-Delay,1.3,43,48,6000,1,460,<none>
16,openb_pod_list_default,07-Delay,1.3,43,44,11910,1,1000,<none>
17,openb_pod_list_default,07-Delay,1.3,43,43,4000,1,230,<none>
18,openb_pod_list_default,07-Delay,1.3,43,32,14200,1,1000,<none>
19,openb_pod_list_default,07-Delay,1.3,43,27,3150,1,590,<none>
20,openb_pod_list_default,07-Delay,1.3,43,26,4150,1,550,<none>
21,openb_pod_list_default,07-Delay,1.3,43,25,24200,1,1000,<none>
22,openb_pod_list_default,07-Delay,1.3,43,25,8000,1,320,<none>
23,openb_pod_list_default,07-Delay,1.3,43,18,4000,1,220,<none>
24,openb_pod_list_default,07-Delay,1.3,43,17,11900,1,1000,<none>
25,openb_pod_list_default,07-Delay,1.3,43,16,4150,1,810,<none>
26,openb_pod_list_default,07-Delay,1.3,43,14,15200,1,1000,<none>
27,openb_pod_list_default,07-Delay,1.3,43,13,8200,1,1000,<none>
28,openb_pod_list_default,07-Delay,1.3,43,12,64200,8,1000,<none>
29,openb_pod_list_default,07-Delay,1.3,43,11,4150,1,370,<none>
30,openb_pod_list_default,07-Delay,1.3,43,6,4000,1,480,<none>
31,openb_pod_list_default,07-Delay,1.3,43,6,8000,1,650,<none>
32,openb_pod_list_default,07-Delay,1.3,43,6,16400,1,1000,<none>
33,openb_pod_list_default,07-Delay,1.3,43,4,8000,1,220,<none>
34,openb_pod_list_default,07-Delay,1.3,43,4,7000,1,1000,<none>
35,openb_pod_list_default,07-Delay,1.3,43,4,120200,8,1000,<none>
36,openb_pod_list_default,07-Delay,1.3,43,4,6000,1,1000,<none>
37,openb_pod_list_default,07-Delay,1.3,43,3,8000,1,230,<none>
38,openb_pod_list_default,07-Delay,1.3,43,3,4000,1,330,<none>
39,openb_pod_list_default,07-Delay,1.3,43,3,12000,1,460,<none>
40,openb_pod_list_default,07-Delay,1.3,43,3,88000,8,1000,<none>
41,openb_pod_list_default,07-Delay,1.3,43,2,4150,1,270,<none>
42,openb_pod_list_default,07-Delay,1.3,43,2,8000,1,440,<none>
43,openb_pod_list_default,07-Delay,1.3,43,2,4000,1,350,<none>
44,openb_pod_list_default,07-Delay,1.3,43,2,60200,4,1000,<none>
45,openb_pod_list_default,07-Delay,1.3,43,1,64000,8,1000,<none>
46,openb_pod_list_default,07-Delay,1.3,43,1,30200,2,1000,<none>
47,openb_pod_list_default,07-Delay,1.3,43,1,15400,1,1000,<none>
48,openb_pod_list_default,07-Delay,1.3,43,1,16200,2,1000,<none>
49,openb_pod_list_default,07-Delay,1.3,43,1,8000,1,480,<none>
50,openb_pod_list_default,07-Delay,1.3,43,1,8000,1,460,<none>
51,openb_pod_list_default,07-Delay,1.3,43,1,32200,4,1000,<none>
52,openb_pod_list_default,07-Delay,1.3,43,1,14900,1,1000,<none>
53,openb_pod_list_default,07-Delay,1.3,43,1,2000,1,1000,<none>
54,openb_pod_list_default,07-Delay,1.3,43,1,32000,4,1000,<none>
55,openb_pod_list_default,07-Delay,1.3,43,1,9400,1,1000,<none>
